Text,Labels
Sorry filmna  naanu theater hogi nodlilla kshamisi...super movie mobile Alli nodide ..tappige account no heli duddu haktini,Not_offensive
Number 1 song,not-Kannada
Haaa nivu super bro i am big fan your voice  ....,Not_offensive
ಏನ್ ತುಕಾಲಿ ಫ್ಯಾನ್ಸ್ ಮರ್ರೆ... ಟ್ರೈಲರ್ ಬಗ್ಗೆ ಕಾಮೆಂಟ್ ಮಾಡೋದು ಬಿಟ್ಟು... ಆ ಫ್ಯಾನ್ಸ್  ಕಡೆಯಿಂದ ಅಲ್ ದಿ ಬೆಸ್ಟ್... ಈ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್... ಥು ಇವ್ರ ಜನ್ಮಕ್ಕೆ,Offensive_Targeted_Insult_Group
sakath dance performance,Not_offensive
Making Super sir,not-Kannada
Ragad song  ....,not-Kannada
Yaru yar fans agiri parvagilla kannada industry belibekhu annoro like madi 🥳 hosa charithre barili namma industry 🥳🥁 HANDS    UP,Not_offensive
മലയാളികൾ ഒണ്ടോ ഇവിടെ,not-Kannada
@Vinay Vn ತೆಲುಗು ಜೆಂಟಲ್ ಮ್ಯಾನ್ ಟ್ರೇಲರ್ ನೋಡ್ದೆ.ಆದ್ರೆ ಅದಕ್ಕೂ ಇದಕ್ಕೂ ಯಾವ್ದೇ ಸಿಮಿಲಾರಿಟೀಸ್ ಇಲ್ವಲ್ಲಾ 🤔🤔,Not_offensive
Hi friends nanna atira ondu kate ide adanna short movie maadbeku antha ase adre adu agtailla please saport maadi 7875182258 idu nanna no,Not_offensive
Idhu charithre shrushtiso haadu...,Not_offensive
Who is after Howdu Huliya,not-Kannada
Priswi Perera changide guru,Not_offensive
Anjali Devi hi,not-Kannada
Pakka guru same feelingu,Not_offensive
JACK SPARROW R S,not-Kannada
Enna e sulegalege troll madu guru,Offensive_Targeted_Insult_Group
super super super song...,not-Kannada
Adu igala 1960 ali nadedidu doctor incident,Not_offensive
ಟಿಕ್ ಟಾಕ್ ಸೆಡೆಗಳು,Offensive_Targeted_Insult_Group
@Nandi Parthasarathi ನಿಮ್ಮ ಅಮ್ಮನ್  ಕಳುಸ್ತೀಯ,Offensive_Targeted_Insult_Individual
Sata bita jaga fill hagede dud,Not_offensive
Flop movie........ Boring,Offensive_Targeted_Insult_Other
Hand's up,not-Kannada
ವಿಕಾಸ  ನಾಟಿಕಾರ ಇವರು ಹರನಾಳದವರು.ವಳ್ಳೆಯ ಕಥೆ,Not_offensive
ಗುರು ಅವರಿಗೆ ತಾಕತ್ತಿದ್ದರೆ ಯೂಟ್ಯೂಬ್ ಅರಸ್ ಆಗೋಕೆ ಹೇಳು 10 15 20 ಸೆಕೆಂಡ್ ಮಾಡೋ ಟಿಕ್ ಟಾಕ್ ಸಡೆಗಲಿಗೆ ಯೂಟ್ಯೂಬಲ್ಲಿ ಎಂಟು ಹತ್ತು ಇಪ್ಪತ್ತು ನಿಮಿಷ ವಿಡಿಯೋ ಮಾಡೋಕೆ ತಾಕತ್ತಿದೆಯಾ ಕೇಳು nnLove u ರೋಸ್ಟ್ team ಅಂಡ್ ಟ್ರೋಲ್ team,Offensive_Targeted_Insult_Group
ಸಾಮಾನ್ಯ ಮನುಷ್ಯ ಶಂಕರ್ ಸರ್  ನಮಗೆ ನೀವು ಮಾದರಿ,Not_offensive
Devaru kododu nidana hagide nAndre jaasthi kodthane hantanThilkoli,Not_offensive
ಚೀನೀಯರ ವಿಚಿತ್ರ ಆಚಾರ ಹಾಗೂ ಅದರ ಧುಷ್ಪರಿನಾಮ ತಿಳಿಸಿ. ಉದಾಹರಣೆ,Not_offensive
Oh baby once again also yaar,not-Kannada
Ista aythu chhannagide,Not_offensive
@Avinashdada kichcha neenu nange alveno huttirodu nan bale koose respect fathers my waste sperms all bale pans nam balegaran hendthi malayalee maneli oble avalanthe hogi avl kari thulna kelike biddange nekku thuldeepanan pan agidukku saarthka agutte puccha pans for a reason 🤣🤪,Offensive_Targeted_Insult_Individual
super  movei sir nanu theatre nanali nodide ade nana turpthi,Not_offensive
Hatrale akige bindu gowda ge,Offensive_Targeted_Insult_Individual
Vijay prakash voice,not-Kannada
I like you guru,Not_offensive
Bgm osm and unique song,not-Kannada
Guru ellidde guru real Tallent irodhu ninge,Not_offensive
ಚೀನಾ ಕಮ್ಯುನಿಸ್ಟ್ ದೇಶ ಸರ್,Not_offensive
Bro nan kade enda nimg gondhu salam.,Not_offensive
Awesome song guru,Not_offensive
Hands  up annodu heno bosudike,Offensive_Untargetede
Yes 100% true,not-Kannada
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Telugu lyrics super,not-Kannada
Kannadagru like here .Nama Kannada movie he estu craze edaa,Not_offensive
ಶ್ರೀ ಮನ್ ನಾರಾಯಣ  movie ಹಾಡು  ಕೇಳಲು  ಸುಮಧುರ...... ಡ್ಯಾನ್ಸ್  ಸೂಪರ್....   ಇದೆ,Not_offensive
ಸೂಪರ್ ಅಣ್ಣ ನೀನು,Not_offensive
Nanige thumba esta aytu chitrakate diya du love mocktail kinta tq keep it up,Offensive_Targeted_Insult_Group
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಓತ್ಲಾನೆ ಜಾಸ್ತಿ,Not_offensive
ಓಕೇ ಓಕೆ‌....ನನಗೆ ಗೊತ್ತಾಗಲಿಲ್ಲ.....,Not_offensive
ನಮ್ಮ್ ಪ್ರಜ್ವಲ್ ಬೋಸ್ ಗೇ ಒಂದ್ ಒಳ್ಳೇ ಯಶಸ್ಸು ಅನ್ನ ಕೊಡ್ಲಿ ಈ chitra,Not_offensive
Enu guru song saktha kick kodtha edae..super ASN,Not_offensive
ಮುಂದೆ ರೆಕಾರ್ಡ್ ಮಾಡುತ್ತೆ ಈ ಮೂವಿ,Not_offensive
Uppi fans next like raksith setty,not-Kannada
ನೀನು ಅವನೇ ಅಂತ nನಾವು ನಂಬ್ತಿವಿ ..nಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರದವನು ..nಶ್ರೀಮನ್ನಾರಾಯಣ,Not_offensive
V CCC gihkhj,not-Kannada
సూపర్ సాంగ్ !!nకొరియోగ్రఫీ   చాలా బాగా   చేశారు  !!,not-Kannada
tumba olle kathe,Not_offensive
Bindu gowda dagar,Offensive_Targeted_Insult_Individual
ಪ್ರಜಾಪ್ರಭುತ್ವದಲ್ಲಿ ಬ್ರಿಟನ್ ರಾಣಿ ಉಳಿಸಿಕೊಂಡರು,Not_offensive
Most liked Kannada song,Not_offensive
Super move,Not_offensive
Yen thapu illa Inna chanag ugibeku,Not_offensive
elru phone le nodthare manele adke yaru takis ge bandu nodthilla nanu kuda phone le nodiddu tam tam app inda ella new films dwld madkondu manele nodthare so adke yaru takis ge barthilla ansuthe,Offensive_Targeted_Insult_Other
ನಗು ಬರಲ್ಲ ಅಂತ ಹೇಳಿ ನಗುಸ್ತಿರಲ್ಲ ಬ್ರೊ,Not_offensive
Jai D Boss,not-Kannada
Nam deshadali jati satre desha uddara agothe ....nChunavanne barli nive nodi gothagothe Hindu...Muslim abbbaaa halka rajkarnnigallu...,Offensive_Targeted_Insult_Group
ಸೂಪರ್ ಅಣ್ಣಾ ಚನ್ನಾಗಿ ಹೇಳಿದಿರ ದೇಶ ಅಭಿಮಾನ ಅಂದ್ರೆ ಇದು ಗುರು,Not_offensive
Rocking star Yash fans like here,Not_offensive
Nice concept  sir,not-Kannada
ASN theme music jaldi realise madi,Not_offensive
Making is osum,not-Kannada
Hi my friend,not-Kannada
Super anna,Not_offensive
@Mithun KUDLA andh Dani!,not-Kannada
Chen aged really like kode,Not_offensive
ಎಕ್ಸ್‌ಪಾ ಟೇಶನ್ ದಬಲ್ ಹೈತು,Not_offensive
En guru song akkan idu song Andre akkan navgothalla,Not_offensive
ಸಾಂಗ್ ಸಂಗೀತ ಲಿರಿಕ್ಸ್ ಡಾನ್ಸ್ ವಾಯ್ಸ್ ಹಿಟ್ ಸಾಂಗ್ ಲವ್ ಯು ವಿಜಯ್ ಪ್ರಕಾಶ್  ಸರ್..... Your voice is verry attractive......,Not_offensive
ಅಪೊಲೊ ಆಸ್ಪತ್ರೆಗೆ ಸೇರಿಸಿದರೆ ಎಲ್ಲ ಸರಿಹೊಗುತ್ತೆ,Not_offensive
Yakebdre krishnana shapa aduke,Not_offensive
Jai D Boss,Not_offensive
corrcet aghi baydidira doddhu hero thara adthare thu....,Offensive_Targeted_Insult_Group
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Super guru nenu,Not_offensive
En music guru,Not_offensive
Togari tippa keli tumba santosh ayita matte old is gold antaralll adu nija ayita,Not_offensive
Yelrgu valya insperation,Not_offensive
Guru en helde guru suuuuper nE China deshdorge huttiro Nan maklu nodire jamun juice agigirutte pakka guru nin voice dialogue keltidre keltane irbeku anstide guru ..... But suuuuuuuuuper,Offensive_Targeted_Insult_Other
love - Diya,not-Kannada
Devaru nimmanna nimma kutumbavanna.chennagi idali..we at cab driver,Not_offensive
Super song bro,not-Kannada
e hadu kannada vanne yetti tori charitre shrustiside edu kannada da hemme,Not_offensive
ಕೆಲ ದಿನಗಳ ಹಿಂದೆ ಕನ್ನಡದ ನಟ ಒಳ್ಳೆಯ ಕನ್ನಡ ಸಿನಿಮಾಗಳನ್ನು ನೋಡಿ ಅಂತ ಸ್ವಲ್ಪ ಖಾರವಾಗಿ ಹೇಳಿದಾಗ ಎಲ್ಲಾರು ಕೆಟ್ಟದಾಗಿ ಅವರನ್ನು troll ಮಾಡಿದರು  ಹೇಳಿದವರು ಮಾತ್ರ ಕೆಟ್ಟವರಾದರು ಆಗ ನೀವು ಸುಮ್ಮನೆ ಇದ್ದಾರಿ ಈಗ ಅನುಭವಿಸಿ ಈ nಪರಿಸ್ಥಿತಿಗೆ ಕಾರಣ  ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಒಗ್ಗಟ್ಟು  ಇಲ್ಲ,Offensive_Untargetede
Yen film  guru super,Not_offensive
Views struck,not-Kannada
Bollywood ki aukaat is movie ke aage kuch bhi nhi h it,not-Kannada
OMG  SO GOOD SONG,not-Kannada
Broo niv aadtiraa game yavdu,Not_offensive
Super ide trailer,Not_offensive
@Dhananjay Kinyaje yen promotion madtare ivaru. Bengaluru bittu yelladru hogtara promotion madakke?nTamil,Offensive_Targeted_Insult_Other
movie super boss,Not_offensive
Devaru olledu madtane sir..nimge chenag iri,Not_offensive
100 ಕೋಟಿ ಫಾರ್ month or day haa anna,Not_offensive
ಯಾರು ದೊಡ್ಡ ಮಟ್ಟದಲ್ಲಿ ಬೆಳೆಯುತ್ತಾರೆ ಅವರನ್ನು ಪಕ್ಷಕ್ಕೆ ಸೇರುವಂತೆ ಒತ್ತಾಯ ಮಾಡುದು ಪಕ್ಷಕ್ಕೆ ಸೇರದಿದ್ದರೆ ಐಟಿ ಇಡೀ ರೈಡ್ ಮಾಡಿಸುದು ಅವರಿಗೆ ಬೇರೆ ದಾರಿ ತೋಚದೆ ಆತ್ಮಹತ್ಯೆ ಮಾಡುದು,Not_offensive
#ASN chitrakke olle dagli song atu adbuta reethili moodi bandide...,Not_offensive
Veri interesting stori,not-Kannada
Signature steps thumba channagide sir .,Not_offensive
Super song,Not_offensive
ಇಂತಹ ಒಳ್ಳೆಯ ನಟನಿಗೆ ..ಅಭಿನಯದ ಅವಕಾಶಗಳು ಯಾಕೆ ಸಿಕ್ತಿಲ್ಲಾ...ದಯವಿಟ್ಟು ಧಾರವಾಹಿ ಗಳಲ್ಲಿ ಅವಕಾಶ ನೀಡಿ..,Not_offensive
ಸೂಪರ್ ಹೊಸ ಪ್ರಯತ್ನ,Not_offensive
Kannda Alli Enta Movie Barbeku Sandalwood Rock,Not_offensive
SORRY FOR KANNAD INDUSTRY...I      BUT ಇಂತಹ ಫಿಲ್ಮ್ ಬಗ್ಗೆ ಯಾವುದೆ ಮಾಹಿತಿ ಇರಲಿಲ್ಲ ...ಈಗ ಮತ್ತೆ ಎಲ್ಲಾ ಟಾಕಿಸಲ್ಲಿ ಹಾಕಿಸಿ...ಸರ್...ಆದರೆ ಈಗ ಮತ್ತೆ  ಬಂದರೆ..ಟಾಕಿಸಲ್ಲಿ ಫುಲ್ ಆಗಿರುತ್ತದೆ ...,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
ಎಲ್ಲಾ ಸರಿ ಗುರು,Not_offensive
Good job.....,not-Kannada
ತಾಯಿ ಚಾಮುಂಡೇಶ್ವರಿ ಕೃಪೆ ನಿಮ್ಮ ಮೇಲೆ ಇದೆ ಸರ್,Not_offensive
One man armye,Not_offensive
Super togare teppa,Not_offensive
ಪುಣ್ಯಕೋಟಿ ಮೂವಿ ಬರುವ ತನಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಯವರ ಮೂವಿ ವೇಟ್ ?,Not_offensive
Super  song I like it so much,Not_offensive
jana theatre ge bandilla aadrinda collection kadime aagide,Offensive_Untargetede
@Lakshmi Shetty wt,Not_offensive
Step was awesome,Not_offensive
@SIDDARAJU D vhhhk,not-Kannada
Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane,Offensive_Targeted_Insult_Individual
Like madok agila andru parvagila......yaru dislike madbedi...,Not_offensive
Super  sir,not-Kannada
Yen  comedy guru  gulaab jamunu,Not_offensive
Jai D Boss,not-Kannada
So called ದೊಡ್ಡ ದೊಡ್ಡ ಸ್ಟಾರ್ ನಟರು ಇಂತಹ ಚಿತ್ರಗಳ ಬಗ್ಗೆನೂ ಸ್ವಲ್ಪ ಗಮನ ಕೊಟ್ರೆ ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮ ಒಳ್ಳೆಯ ಎತ್ತರಕ್ಕೆ ಬೆಳೆಯುತ್ತೆ,Offensive_Targeted_Insult_Group
ದಿಯಾ ಚಲನಚಿತ್ರ ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ. ಸ್ವಲ್ಪ ಪ್ರಚಾರದಲ್ಲಿ ಕೊರತೆ ಇರಬಹುದು. ಹಾಡುಗಳನ್ನ ಹಾಕಿದ್ದರೆ ಇದು ಇನ್ನೊಂದ್ದು ಮುಂಗಾರು ಮಳೆ ಆಗುತಿತ್ತು. ಹಾಟ್ಸ್ ಆಫ್ ಟು ಡೈರೆಕ್ಟರ್ ಅಶೋಕ್,Not_offensive
Sir ಗೊತ್ತು sir ಈ video ಮಾಡಿ 1ವಾರ ಆಗಿದೆ ಅದುನ್ನ ಮೊದ್ಲು ನೋಡಿ sir,Not_offensive
Yavalo bindu Gowda avulu Thu.......... Nan Ke................,Offensive_Targeted_Insult_Individual
Bro yaarnu bidbedi tiktok uninstall aagovargu rost Maadi. Prathiyobrunnu,Offensive_Targeted_Insult_Group
Nakkan idhu idhu roast andhery,Not_offensive
Exclent 100 sure,not-Kannada
Yen song guru...benki #ASN,Not_offensive
Over buildup yella yaake bidu guru...story chanagi kottidre saaku...aa rashmika thika uribeku....,Offensive_Targeted_Insult_Individual
Music  super,not-Kannada
@Entertainment Gaming ನಂಗೆ ಎಲ್ಲೋ ಕಾಣಿಸ್ತಾ ಇಲ್ವೇ ಇಲ್ಲ,Offensive_Targeted_Insult_Individual
All the best DBOSS darshan fans Kade endaa,Not_offensive
Sir superb nivu nim voice superb,Not_offensive
Thu sooolemagane Bari star madya tandido kelsa madtiralo ibru kuda nam Kannada actors ibrigu nam support yavaglu irutte nimmanta soolemaklu ibru madyaadali tandidtira,Offensive_Targeted_Insult_Individual
@Girija Ram ಹೌದು..,Not_offensive
Tital nodi ...ond matu helbeku anth annistu ...Pade pade prashne Keli ...alohage maditirode nivu ....nachike agbeku ..nimge.,Not_offensive
ಕನ್ನಡ ಭಾಷೆ ಸಿನಿಮಾ ಯಾವುದಕ್ಕೂ ಕಡಿಮೆ ಇಲ್ಲ ಎಂದು ನಿಮ್ಮ ಸಿನಿಮಾದ ಮೂಲಕ ಗೊತ್ತಾಗುತ್ತಿದೆ......,Not_offensive
ತುಂಬು ಹೃದಯದ ಶುಭಾಶಯಗಳು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಅಭಿಮಾನಿಗಳಿಂದ,Not_offensive
@madhukumar madhukumar ks for a kind information.... audio lunch....🤔,Offensive_Targeted_Insult_Individual
Super Answer s,not-Kannada
ನನಗೆ ಯಾದಿ ಮೇ ಶಾದಿ  ಕ್ಯಾಸೆಟ್ ಹಾಡುಗಳು ಬೇಕಾಗಿವೆ,Not_offensive
ಬಾಸ್ ಇನ್ನು ಮುಂದೆ ಬೆಳೀಬೇಕು,Not_offensive
Dislikers r fucking da baas fans,Offensive_Targeted_Insult_Group
@Nandi Parthasarathi  ಸ್ವಾಮಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ರಾಜಕಮಲ್  ನಲ್ಲಿ  ಕೇಸಿಎನ್ ಗೌಡ್ರು owner .ಆದ್ರೂ ಬಾಡಿಗೆ therater  ಕೋಟಿರೋದ್ರ ದಿಂದ  ತುಲುಗು ಸಿನಿಮಾ 3  ರಾಜಕಮಲ್ ಹಾಕಿದನ್ನೇ,Offensive_Targeted_Insult_Individual
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
ಇಂತ  ಸಿನಿಮಾ   ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ   ಬೇಕು,Not_offensive
Kannadadha hesaralli and film ge devara hesaru Etti duddu maadodhu Kannada industry endha kalibdku. Kannada industry Alle athyantha ketta film Andre adhu edhe film.bt theatre alli malkoloke olle film,Offensive_Targeted_Insult_Group
Heege innu chennaga bairi e chena nanmaklige App Ban madidd olled aytu hage avru kade tariskollo 3000 things stop madbeku aga buddi barutt avrge,Offensive_Targeted_Insult_Group
ಈ ಹಾಡನ್ನು ಹಾಡಿದ ವಿಜಯ ಪ್ರಕಾಶ voice ಯಾರಿಗೆಲ್ಲಾ ಇಷ್ಟವಾಗಿದೆ ಲೈಕ್ ಮಾಡಿಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರಿದೆ..........@@@@,Not_offensive
Nice infromation   brother ... n   But.   Ella problems. Bagge matdiri solution en madbeku ..anta helivalaa brother ..      ..   ivelladakku solution Andre ..(MONEY (NAMMA TAX AMOUNT )=GOVT ).  Alva n  nSimple agi helbeku Andre ..main problem   politics anta ella gottu .... AdKke solution ..????????     Nive helida haage.   ##  Revolution. ##n  Aa REVOLUTION (#prajaakeeya )ivg strt agide ..nivu adakke kai jodisbeku Alva ... Idu correct,Not_offensive
Vaal kachidu bhal Nagu tarastri....Bhari Ada ri kati...,not-Kannada
Nija vada mathu,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
@Harisha BE,not-Kannada
Abbabba.... Super movie,Not_offensive
Yav game guru edu,Not_offensive
Pakka movie channagirutte..nN suspense movie for sure,Not_offensive
Plz dayvitto Kannada Film industry yali ivrgge Film gallali chence koddi yappa,Not_offensive
ಶಂಭು ಬಳಿಗೇರ ಗುರುಗಳೇ ನಿಮಗೆ ಧನ್ಯವಾದಗಳು ನಿಮ್ಮಕಥೆ ಹೇಳುವ  ಶೈಲೀಗೆ ನಮನಗಳು,Not_offensive
Looks promising,not-Kannada
@Nagaraj h Jagavar 777 Charlie barutte next,not-Kannada
Like goskara ivella beka 🤦‍,Offensive_Untargetede
kiran kumar  account number loude ke bal pakad,not-Kannada
Shetruuu Superrruuuu ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ,Not_offensive
ONDU LIKES ELLA,Offensive_Untargetede
Nice video song,Not_offensive
@Doddesh Rogannavar Loki,not-Kannada
@Dayananda C lol antarjati vivaha adre caste fear iralla. Nanu a caste e caste anta vote hakkala yalla mixed hagirtare. Sariyadavrge vote haktare.  Jailge hogibandavrge hakkala,Not_offensive
Ur Insta I'd name bro,Not_offensive
ಬಹಳ  ಸೂಪರ್ ಗಿ  ಬೈದ್ದಿದ್ದಾರ   ಅಣ್ಣ,Not_offensive
Anna e game yavudu,Not_offensive
@TROLL MONSTER_KANNADA ಆಯ್ತು ಕಣಲೇ ಬೋಳಿ ಸೂಳೆಗೆ ಹುಟ್ಟಿರೋ ರಂಡಿ ಮಗನೇ.... ನಾನು ಗಂಡಸಲ್ಲ.... ನೀನು ಗಂಡಸು ತಾನೆ,Offensive_Targeted_Insult_Individual
Anna niv super agi creative maadthira super Anna,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Gangadhar Adi nuchnnamallaya,Offensive_Untargetede
Kachada no 1 film...thu nim mukakke...taste ye illla...badkobeku.,Offensive_Targeted_Insult_Group
Dislike madirovur rasmika panzgalu,Offensive_Targeted_Insult_Group
ಸಾರ್ ನಿಮ್ಮ film ಸೊತಿಲ್ಲ....nಜನರೆಲ್ಲಾ ಮೆಚ್ಚುಗೆ ವ್ಯಕ್ತಪಡಿಸಿದ್ದಾರೆ..,Not_offensive
Nija ashwattama chiranjivi Krishna kottiro shapa,Not_offensive
Ur right ....i felt same....super meaningful song.,not-Kannada
Nammaneg bandidda mare full party,Not_offensive
Nan math nGe fida agode,Not_offensive
ಏನ್ ಸಾಂಗ್ ಗುರು ಮಸ್ತ್...,Not_offensive
I love it,Not_offensive
Thanks Venki Anna,Not_offensive
Nice explain sir,not-Kannada
ಹಲೋ ಸರ್ ಅಪ್ಪಾಜಿ ತರ ಅದ್ಭುತ ಪಾತ್ರಗಳನ್ನು ನಿರ್ವಹಿಸಿ ಖಂಡಿತ ಯಶಸ್ವಿ ಆಗ್ತೀರಾ,Not_offensive
ಜೈ ಹಿಂದ್,Not_offensive
Ur super guru,Not_offensive
ಹೌದು  ನಮ್ಮ ಬರೀ ಕಣ್ಣಿಗೆ ಸಾಸಿವೆ ಗಾತ್ರದಲ್ಲಿ ಮಾತ್ರ  ಕಂಡರೆ,Not_offensive
@Kiccha Vitthal ದಬಾಂಗ್ ಆಲ್ಸೋ ಏನು ಆಲ್ರೆಡಿ ಫ್ಲಾಪ್,Offensive_Targeted_Insult_Group
Super rakshit Shetty,not-Kannada
@dollegowda m hlo bro,not-Kannada
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Tik tok shata,Offensive_Targeted_Insult_Group
Hindi song yavaga release madtira?,Not_offensive
Super song I like it,not-Kannada
Super song asn bgm,Not_offensive
@AJITH S SHETTY nanu karthik shetty manglurininda,Not_offensive
Next time gravity ge viruddavaagi film madi .. Hero ond punch madidre nelakke appalisi vapas aakashada kade hogbeku .. Jaatre dialogue idi .. Film hit aagutte nam janakke Ade beku ..,Not_offensive
Hello Hindi song,Not_offensive
Innu swalpa Sanskrit nalli baybeku guru,Not_offensive
@Pandiya Shri idre contact madi,Not_offensive
100 present super bro,not-Kannada
Yes bro,not-Kannada
Oohegu meerida saahasa,Not_offensive
Super agi mathadthiya bro,Not_offensive
ರಾತ್ರಿ ಫುಲ್ ನ್ಯೂಸ್ ಗಾಗಿ ಕಾಯುವ ಉಡುಪಿ,Not_offensive
Nan yavathu youtube video na like kuda madila but comment madidini so.....,Offensive_Untargetede
Sir make vidieo on drone prathap,not-Kannada
ನಾನು ಇವತ್ತು ಫಿಲ್ಮ್ ನೋಡಿದೆ..ಸೂಪರ್nಸ್ವಲ್ಪ ಸಮಯ ಜಾಸ್ತಿ ಇದೆ...ಆದ್ರೆ..ಗೊತ್ತೇ ಆಗಲ್ಲ...ಯಾವಾಗ ನೀವು watch ನೋಡ್ತಿರೋ ಅವಾಗ ಟೈಂ ನೋಡ್ತಿರೋ...ಆಗ lag ಅಂತ ಅನಿಸ್ತಾದೆ...ಇಲ್ಲಾಂದ್ರೆ 3 hours ಹೋಗೋಡೆ ಗೊತ್ತೇ ಆಗಲ್ಲ,Not_offensive
Nan maga ge lali song wake up song ella  nu e song agide,Offensive_Untargetede
Sir really talent  andre nimde nimmantavaru beku nam deshakke,Not_offensive
I ammaddixctedrepeatrinserepeat guru,Not_offensive
@Nandi Parthasarathi 🤘ಉರ್ಕೊಂಡು ಊರ ಬಿದ್ದರು ಅಂದ್ರೆ🤫🤫 ತಿಕ ಕುಡ್ಕೊಂಡು ಕಾಮೆಂಟ್ ಮಾಡಕ್ ಬಂದಿದ್ದೀರಾ🤣🤣,Offensive_Targeted_Insult_Individual
Edu  muda  nabike   nama Jana enu  betela,Offensive_Targeted_Insult_Other
Full kdk,not-Kannada
Macha neen badukbeka ???,Offensive_Targeted_Insult_Individual
super bro love you,Not_offensive
...so am I,not-Kannada
@Basavaraja S A aw in km. M km kmnnMN MN on,not-Kannada
Sir ond mathelthini  ond sarkara minimom 20 Varsha irbeku avaga desha abiruddiagokke ankula aguthe brastachara nilbeku,Not_offensive
Pruthvi avara acting anthu nanna avarisikondu bittide .nanna friend helidda thayi sentimentalli avara acting nodi ninu emotional agthiya nodu antha.adre nanu nanu aagalla andidde.adre aa scene nodbittu nanu ankonde. evarige national award kodbeku antha.,Not_offensive
ಅಭಿನಯ ಚಕ್ರವರ್ತಿ ಅಭಿಮಾನಿಗಳ ಶುಭ ಹಾರೈಕೆಗಳು,Not_offensive
@Pooja Gupta true,not-Kannada
Superrrr I like it,Not_offensive
Promotion ಚನ್ನಾಗಿ ಮಾಡಿ sir. yeno sir Karnataka outside film sound ಮಾಡ್ತಾ ಇಲ್ಲ. ನಿಮಗಿಂತ ನಾಮಿಗೆ ಈ ಫಿಲ್ಮ ಹಿಟ್ ಆಗಲ್ಲಿ ಅನೋ ಆಸೆ ಇದೆ sir,Not_offensive
Shivu m Hikkangutti v,Offensive_Untargetede
a new milestone in kannada movie,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
@Bhimrao Naik nIde beda anta helodu,Not_offensive
Movie chindi chitranna best movie ever,Not_offensive
basavaraj tambak artha madbeku movie na movie thara nodbeku,Not_offensive
10 dubbing movie barudakkintha 1 e thara movie bandare sakku.,Offensive_Untargetede
Hi super bro,not-Kannada
ಸರಿಯಾಗಿ ಹೇಳಿದಿರಿ ಬ್ರದರ್,Not_offensive
Rip for 1.8dislikers devaru nimma atmakke shanti kodli,Offensive_Targeted_Insult_Group
Diya,not-Kannada
